S.no,aruco_id,Timestamp,score,p_x,p_y,p_z,o_x,o_y,o_z,o_w,x_linear,y_linear,z_linear,x_angular,y_angular,z_angular
1,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
2,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
3,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
4,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
5,12,2022-05-17 15:47:55,0.9999713839501905,0.06815186055086908,-0.14855002973657697,0.5665446576602567,0.6520431765824953,0.6567544262074249,-0.2726473906476256,0.26301467621067465,0.0,0.0,0.0,0.0,0.0,0.0
6,12,2022-05-17 15:47:55,0.9999713839501905,0.06815186055086908,-0.14855002973657697,0.5665446576602567,0.6520431765824953,0.6567544262074249,-0.2726473906476256,0.26301467621067465,0.0,0.0,0.0,0.0,0.0,0.0
7,12,2022-05-17 15:47:56,0.9990422990928125,0.06812635121002203,-0.14848093119867803,0.5661840585652981,0.651955655595881,0.6568243611140693,-0.27255617048572855,0.2631515071471079,0.0,0.0,0.0,0.0,0.0,0.0
8,12,2022-05-17 15:47:56,0.9990422990928125,0.06812635121002203,-0.14848093119867803,0.5661840585652981,0.651955655595881,0.6568243611140693,-0.27255617048572855,0.2631515071471079,0.0,0.0,0.0,0.0,0.0,0.0
9,12,2022-05-17 15:47:56,0.9990422990928125,0.06812635121002203,-0.14848093119867803,0.5661840585652981,0.651955655595881,0.6568243611140693,-0.27255617048572855,0.2631515071471079,0.0,0.0,0.0,0.0,0.0,0.0
10,12,2022-05-17 15:47:56,0.9998298798597793,0.06813516440590836,-0.14855965718319028,0.5664744275224602,0.6521251248988927,0.6568585214407392,-0.2723299562638571,0.26288038954554055,0.0,0.0,0.0,0.0,0.0,0.0
11,12,2022-05-17 15:47:56,0.9998298798597793,0.06813516440590836,-0.14855965718319028,0.5664744275224602,0.6521251248988927,0.6568585214407392,-0.2723299562638571,0.26288038954554055,0.0,0.0,0.0,0.0,0.0,0.0
12,12,2022-05-17 15:47:56,0.9998298798597793,0.06813516440590836,-0.14855965718319028,0.5664744275224602,0.6521251248988927,0.6568585214407392,-0.2723299562638571,0.26288038954554055,0.0,0.0,0.0,0.0,0.0,0.0
13,12,2022-05-17 15:47:56,0.9998298798597793,0.06813516440590836,-0.14855965718319028,0.5664744275224602,0.6521251248988927,0.6568585214407392,-0.2723299562638571,0.26288038954554055,0.02348170503973961,0.0,0.0,0.0,0.0,0.0
14,12,2022-05-17 15:47:56,0.9998298798597793,0.06813516440590836,-0.14855965718319028,0.5664744275224602,0.6521251248988927,0.6568585214407392,-0.2723299562638571,0.26288038954554055,0.04281240552663803,0.0,0.0,0.0,0.0,0.0
15,12,2022-05-17 15:47:56,0.9998298798597793,0.06813516440590836,-0.14855965718319028,0.5664744275224602,0.6521251248988927,0.6568585214407392,-0.2723299562638571,0.26288038954554055,0.06565446853637695,0.0,0.0,0.0,0.0,0.0
16,12,2022-05-17 15:47:56,0.9998298798597793,0.06813516440590836,-0.14855965718319028,0.5664744275224602,0.6521251248988927,0.6568585214407392,-0.2723299562638571,0.26288038954554055,0.08674345314502716,0.0,0.0,0.0,0.0,0.0
17,12,2022-05-17 15:47:56,0.9998892447940855,0.06815957041742642,-0.1485340750867289,0.5663373230964007,0.6519771986161321,0.6570256450080724,-0.27227947436465116,0.262881954736525,0.08674345314502716,0.0,0.0,0.0,0.0,0.0
18,12,2022-05-17 15:47:56,0.9998892447940855,0.06815957041742642,-0.1485340750867289,0.5663373230964007,0.6519771986161321,0.6570256450080724,-0.27227947436465116,0.262881954736525,0.10959071516990661,0.0,0.0,0.0,0.0,0.0
19,12,2022-05-17 15:47:56,0.9998892447940855,0.06815957041742642,-0.1485340750867289,0.5663373230964007,0.6519771986161321,0.6570256450080724,-0.27227947436465116,0.262881954736525,0.1359493464231491,0.0,0.0,0.0,0.0,0.0
20,12,2022-05-17 15:47:56,0.9998892447940855,0.06815957041742642,-0.1485340750867289,0.5663373230964007,0.6519771986161321,0.6570256450080724,-0.27227947436465116,0.262881954736525,0.15,0.0,0.0,0.0,0.0,0.0
21,12,2022-05-17 15:47:56,0.9998892447940855,0.06815957041742642,-0.1485340750867289,0.5663373230964007,0.6519771986161321,0.6570256450080724,-0.27227947436465116,0.262881954736525,0.15,0.0,0.0,0.0,0.0,0.0
22,12,2022-05-17 15:47:56,0.9998301701831779,0.06817751512701281,-0.1485229560214126,0.5662334109199898,0.6519163379383894,0.6569901102063925,-0.27239706654596474,0.26299985086905453,0.15,0.0,0.0,0.0,0.0,0.0
23,12,2022-05-17 15:47:56,0.9998301701831779,0.06817751512701281,-0.1485229560214126,0.5662334109199898,0.6519163379383894,0.6569901102063925,-0.27239706654596474,0.26299985086905453,0.15,0.0,0.0,0.0,0.0,0.0
24,12,2022-05-17 15:47:56,0.9998301701831779,0.06817751512701281,-0.1485229560214126,0.5662334109199898,0.6519163379383894,0.6569901102063925,-0.27239706654596474,0.26299985086905453,0.15,0.0,0.0,0.0,0.0,0.0
25,12,2022-05-17 15:47:56,0.9998543943033501,0.0681463009628329,-0.14858695166154787,0.5665346351912194,0.652050861903383,0.6571853204707659,-0.2719179378017927,0.2626742529263434,0.15,0.0,0.0,0.0,0.0,0.0
