aruco_id,Timestamp,score,p_x,p_y,p_z,o_x,o_y,o_z,o_w,x_linear,y_linear,z_linear,x_angular,y_angular,z_angular
12,2022-05-17 15:49:54,0.9739722731283921,0.004919818854720694,-0.14849270797144798,0.5673379830864749,0.6755511819449945,0.6338503395428886,-0.2590213512399614,0.27344521797959853,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9736330188051263,0.004908896321841998,-0.14851357263633044,0.567510241237149,0.675522962404403,0.6338083359309669,-0.25913992172364647,0.2734999479668334,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9715639342412937,0.0049262949288259835,-0.1485277812043933,0.5674642807954643,0.6756067779770253,0.6337248363472605,-0.25925517699200085,0.2733771507478026,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9718355145375749,0.004918382900710397,-0.14854203567651572,0.5673248765969281,0.6757109584428445,0.6337160674809049,-0.2590667197574381,0.2733186440236209,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9710546431136867,0.004925602150618093,-0.14855613571513088,0.5674190452027775,0.6755473441284652,0.6338293007570411,-0.25913325914887747,0.2733974347825854,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9706092638511751,0.0049181292573684384,-0.14847307495996342,0.5671761215007036,0.6756173531849746,0.6336012112026936,-0.25910716774961035,0.2737775974373806,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9710917055979084,0.00489140653582605,-0.14847487513518187,0.5671969019970217,0.6756723041286128,0.6336458249051046,-0.25917294803081736,0.27347630431698533,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9726013399252544,0.004887366212918106,-0.14846753809977642,0.5672187059077057,0.6757041268365148,0.6336199090675649,-0.25881229900762165,0.2737990827079294,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9738449090667921,0.004890517360797366,-0.1484780452730465,0.5671844242297153,0.6756920298424559,0.6335439371147203,-0.25922164576354945,0.27361743168189806,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9716836015363276,0.004903956909820285,-0.14846367944490887,0.5671603939605421,0.6757038355720534,0.633511607330062,-0.25919739849707846,0.2736860949767883,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9716906209847006,0.004888375356171752,-0.14852709553648405,0.5674068870452311,0.6757986350729203,0.6335552303796887,-0.25900605457505826,0.273532152745485,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9741182304242786,0.004889271906771466,-0.1485203840875871,0.5673016958110728,0.6758344981855926,0.63354678027932,-0.2590518912758296,0.2734196881834796,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9720179406327534,0.0049134688499226096,-0.1485550293370693,0.5674571102718557,0.6757861039752052,0.6336361904741288,-0.25894366050350065,0.27343463657791167,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9720312332495372,0.004871597366166538,-0.14848402664500646,0.5671843579654001,0.6758761293462663,0.6334314334504749,-0.258800563884491,0.2738217395128719,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9720436812805933,0.004904462560986109,-0.14849642830052154,0.5671787687997716,0.6757566312570843,0.6335754746389072,-0.2591816224963744,0.2734227126782039,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9723758458515052,0.004838485953399623,-0.14844168031554114,0.5671476261491196,0.6758543437518222,0.6333699569178595,-0.25906905755128545,0.2737638163182849,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:54,0.9712508470358736,0.004884525673328896,-0.14848541970008586,0.5672175298926445,0.6756606217180201,0.633630351838915,-0.2591167297349521,0.2735942650341472,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:55,0.9718361190571879,0.004870559481345162,-0.14848695184542535,0.5671497971370454,0.6757862448668961,0.6334843257242346,-0.2591796601212013,0.27356254145966313,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:55,0.9716306621174587,0.004870971331157367,-0.1485610663552994,0.567487419427765,0.6757423504415067,0.6335691422214513,-0.2590147170650344,0.2736307625035654,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:55,0.9724680077743244,0.004887365505586331,-0.14847893096222753,0.5672302572574071,0.675725669424045,0.6334315448723934,-0.2589879406752396,0.2740155912111535,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:55,0.9725253760576826,0.00488633062625359,-0.1484824102372354,0.5673180243466915,0.6757076043482108,0.6335125166381449,-0.2592067934877748,0.2736657868616245,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:55,0.9731549153760631,0.0048867546661999104,-0.14846097799659408,0.5672554364020009,0.6757068674346411,0.6336582278722572,-0.2589477964612192,0.27357543431261183,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:55,0.9721448410779211,0.004911239675057976,-0.14847444619535505,0.5672176766904007,0.675570873862226,0.6336523423064507,-0.25917122487778116,0.2737133165812863,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-05-17 15:49:55,0.9709584407097709,0.004893786165832491,-0.14849599210168124,0.5673403508268313,0.6756790932160088,0.6336134409629551,-0.2590313421276917,0.2736686577184219,0.0,0.0,0.0,0.0,0.0,0.0
