X-coordinate,Y-Coordinate,Yaw angle 
0.010689792510162,0.00700185890749,-0.003110934878977
0.013866418914607,0.006061539066306,-0.006097137631214
0.003876059998288,0.003007112286823,-0.009223017054139
-0.002406789207355,0.002444153383169,-0.012366318198049
-0.004617930429138,0.002235973729256,-0.015492358536328
-0.004658754448763,0.001794921263909,-0.018597822492643
-0.004083307997088,0.000878190455101,-0.021681222411293
-0.002873222584483,-0.000620158200026,-0.024728454424428
-0.001418158749713,-0.002802615201036,-0.027713762677727
0.001473819863,-0.005016406768358,-0.030583780416382
0.007384830316106,-0.004942377692999,-0.033262596826315
0.019036621939375,0.004662498320714,-0.035735854615621
0.016941159464144,-0.034326302542782,-0.038297625093147
0.014050061326884,-0.025844337752969,-0.040483492182754
0.008930787823719,0.013953541289732,-0.043361917078879
0.017828047743774,0.005708518048793,-0.046794370746028
0.01922584808456,0.005644684723035,-0.050272607088959
0.011249869183481,0.003288074029395,-0.053758126783867
0.004458424909898,0.002192525197365,-0.057231120550722
-0.001818413065301,0.001455964582734,-0.060687299821633
-0.00833417046388,0.000699050543514,-0.064123860253089
-0.015284025896416,-0.000187761978686,-0.067536794375258
-0.021870075346837,-0.001119034160446,-0.070917287224202
-0.028797367967571,-0.002194487103916,-0.074266378931232
-0.035640146462468,-0.00337575872647,-0.077576526710065
-0.042407572717744,-0.004708875585933,-0.080843265536573
-0.049180413280987,-0.0062944351378,-0.084061414547832
-0.055885258184838,-0.008274878102225,-0.087220854748938
-0.062537306742256,-0.010889825799711,-0.090307272701048
-0.068969008176694,-0.014442641240915,-0.093293925852218
-0.075572757310552,-0.019423225652472,-0.096150259091658
-0.083059464365865,-0.026486107938642,-0.098836682488103
-0.091084896774014,-0.036204615921167,-0.101273522416375
-0.090204146141184,-0.046963723973595,-0.104039184322279
-0.106089494014989,-0.053922107009768,-0.106786124376391
-0.116541545854012,-0.058129925262666,-0.109324193755522
-0.123404440974608,-0.060968267070243,-0.111689876054638
-0.129173906336208,-0.0631785030238,-0.113952434038801
-0.134395976188351,-0.06501373005624,-0.116130720581862
-0.138828503220733,-0.066534346115576,-0.118217155784572
-0.143346919479104,-0.067963819156818,-0.12024315889071
-0.147908440997967,-0.069351335670065,-0.122210161149834
-0.151607612029396,-0.070568502305581,-0.124083900503773
-0.155051716963416,-0.071744795302142,-0.125888188559517
-0.158401220233351,-0.072923531848036,-0.127627892322958
-0.161644077842387,-0.074110565491522,-0.129301787197855
-0.164921047955818,-0.075338312895096,-0.130916884560763
-0.167784776903569,-0.076521172463742,-0.132454332014294
-0.170362134294888,-0.077683798623918,-0.133919445800977
-0.172922252608307,-0.078881685191653,-0.135325110190515
-0.174933928911597,-0.080004383051668,-0.136646671188682
-0.176937989633472,-0.081164657900861,-0.137911344153228
-0.178027854823036,-0.082165240357968,-0.139076747416519
-0.179081646910263,-0.083194305870678,-0.140183811701123
-0.180237664406548,-0.084284456997988,-0.141237974734568
-0.181254542856143,-0.085382087401999,-0.142228999661
-0.18195088459702,-0.086444072657198,-0.143150546309975
-0.182013260526186,-0.087392550272379,-0.143989771010532
-0.181870140643756,-0.088327245119495,-0.144767120084634
-0.181939262914972,-0.089351972380452,-0.145501833990538
-0.181637707373966,-0.090320627679471,-0.146168547752033
-0.18106779918798,-0.091256581552109,-0.146774374583239
-0.180125294455476,-0.092129459473885,-0.147317520015116
-0.178398359051614,-0.092822679082587,-0.147782636183073
-0.177329626072057,-0.093730364246616,-0.148234504663248
-0.174884043908965,-0.094278626262854,-0.148588233420526
-0.173455695471272,-0.095150564359142,-0.148947552838513
-0.170829667604237,-0.095694989411663,-0.149222310963466
-0.168710355303261,-0.096418135093755,-0.149486512878602
-0.165428631534244,-0.096799927280115,-0.149678646724061
-0.162072289486386,-0.097172532367818,-0.149848684266403
-0.157969863789941,-0.097309381266449,-0.14997764115208
-0.1538753060278,-0.097451700529052,-0.150099075470717
-0.149314119412047,-0.097429285517467,-0.150202127470318
-0.144379196576944,-0.097262540857722,-0.150298412118482
-0.13912720293333,-0.096959722525647,-0.150397512747049
-0.13394880171472,-0.096655901324612,-0.150516474917875
-0.128301282737393,-0.096129968547946,-0.150647986271744
-0.121378738569135,-0.095036260573887,-0.150790127310125
-0.114872935469402,-0.094040168870675,-0.150996609666135
-0.107765777225689,-0.092695462836597,-0.151253629678913
-0.099268841620128,-0.090620952435801,-0.151572653100179
-0.092202372452736,-0.089060189552429,-0.152010505906336
-0.08346023963874,-0.086544030620056,-0.152533637732869
-0.074464138476296,-0.083707442563476,-0.153193267704137
-0.066351494893659,-0.081096679595745,-0.154004578097866
-0.0570831385828,-0.077619883312182,-0.15497183755645
-0.047708947855,-0.073793296920708,-0.156132523713841
-0.039619318745625,-0.070380561940284,-0.157487400699062
-0.03065166870278,-0.066087079291159,-0.159055116526502
-0.021279185515172,-0.061147644561274,-0.160877278679653
-0.013846893262782,-0.057057639972912,-0.162929513245595
-0.006256543461936,-0.052411349618037,-0.165231133165434
0.000716594248429,-0.047716098369631,-0.167793285012229
0.005715159928955,-0.04394021770224,-0.170575369581187
0.006035150858081,-0.043931107983241,-0.173348970487632
0.00253275041519,-0.046633671633644,-0.175959377356295
0.000810618701598,-0.048075948131783,-0.17847251460986
0.000674245355267,-0.048094055372518,-0.180975025509492
0.001833209370474,-0.046738032094602,-0.183550450204325
0.004593093586055,-0.043789907893252,-0.186284686419546
0.004666071805842,-0.042321100824704,-0.189075094831056
0.004786281038897,-0.041577856031263,-0.191877865597554
0.005199845859024,-0.040963281756243,-0.194688510050997
0.00703735579177,-0.041682685388289,-0.197471777089876
0.008383325811133,-0.041563306560137,-0.2002208633085
0.009022262865569,-0.040630094629188,-0.20293745419127
0.009159315765968,-0.039496878355858,-0.205623234842022
0.009024942428404,-0.038342731675578,-0.208285949655171
0.008720956748732,-0.037240902549526,-0.210935944712177
0.008307034290153,-0.036361540964038,-0.213587347234815
0.00784499884153,-0.03589847226857,-0.216254549415957
0.007414752929203,-0.036041370174864,-0.21894871492839
0.007101877592449,-0.036924562189098,-0.22167607781317
0.006948338591474,-0.038578915451255,-0.224433936629039
0.005702302207877,-0.039062409492565,-0.227213488998691
0.006554515362122,-0.035719891194866,-0.2299995771832
0.005634228152666,-0.039920542134218,-0.232765786161855
0.007080956865464,-0.037412352616529,-0.235526655467088
0.00412644549482,-0.033435916699583,-0.238289256046698
-0.002641948562623,-0.025045914866822,-0.241063317518948
-0.013257247018432,-0.013407679758555,-0.243854271504045
-0.027474747924225,0.000170644771796,-0.246658810814273
-0.045910799502322,0.015304848281292,-0.249470702383182
-0.068963148526676,0.030942692250489,-0.252269453346474
-0.098395393588364,0.047064605445515,-0.25503982395544
-0.099365322928133,0.030704675789379,-0.257262622096451
-0.147012269930199,0.078513936503582,-0.260483504498963
-0.165252921715211,0.095944418648223,-0.263100631773704
-0.18727120855089,0.111501229719881,-0.26567758520527
-0.211371863475462,0.125238272152059,-0.268168153361739
-0.2373332086247,0.138038331401493,-0.270560426305123
-0.262857689684041,0.148897107189025,-0.272788932471522
-0.288094170165329,0.158401341549225,-0.274848927013089
-0.312909473186958,0.16677008059693,-0.276727876612878
-0.336150856494246,0.173476820876824,-0.278388790430262
-0.358040533362818,0.178846066053007,-0.279837767942616
-0.380131168995102,0.183940200429359,-0.281105905975311
-0.400895411921386,0.187944824069617,-0.282159746624993
-0.421406357692497,0.191533962116361,-0.283007751101396
-0.440171192825751,0.193924154618577,-0.28363412981658
-0.458362784485698,0.195734778726078,-0.284055128168516
-0.476402593561419,0.197102213020442,-0.284262200371023
-0.49333981794603,0.197388402208865,-0.284267926768026
-0.510515925163463,0.196999073344849,-0.284051167765833
-0.528339051718328,0.19585387269969,-0.28365438993314
-0.54823407767869,0.194598632956676,-0.283175536125354
-0.56366486183391,0.191417597175397,-0.282934431489569
-0.578298581263778,0.192378360547511,-0.281408807204523
-0.589943114324086,0.191596848513316,-0.280141908550778
-0.606474005297114,0.191002840745102,-0.279023540654342
-0.621299549500414,0.188781732702676,-0.278357913660526
-0.634116914634263,0.189437217365708,-0.276186740539412
-0.646784079036276,0.189499306535618,-0.274572141113364
-0.659307594312179,0.189091562477826,-0.27363367690297
-0.668458651397541,0.191532236598003,-0.271126970118523
-0.675472349707459,0.193032430023721,-0.269089433954955
-0.684843218368792,0.194327986892019,-0.267117459244228
-0.695107858677292,0.194955087778168,-0.265050482196233
-0.705593228109403,0.1949603791997,-0.262936254292159
-0.715969454051251,0.194506588766518,-0.260725874930822
-0.726080200476728,0.193742720051365,-0.258372262664877
-0.735983688949339,0.192804516781925,-0.255969134098633
-0.745637430875183,0.19175170485582,-0.253477976659098
-0.754976233365763,0.190601519596965,-0.250938445963922
-0.763869101910745,0.189344008004049,-0.248252781424982
-0.772374135860049,0.188007770825849,-0.245493618452433
-0.780477854554966,0.186593440472836,-0.242676225919261
-0.788082182047639,0.185081584285275,-0.239741214112323
-0.795235692099119,0.183491913642238,-0.236700382672365
-0.802004296336088,0.181831462338342,-0.233697572423146
-0.808189777801864,0.180053625412007,-0.230546014979504
-0.813843555704996,0.178165878140915,-0.227320313928394
-0.8190557417512,0.176168807715843,-0.224107581398065
-0.823746999502421,0.174010487889404,-0.220861554091022
-0.827841094260752,0.171615845103304,-0.217561968301409
-0.831332962494805,0.16888769595619,-0.214199223160678
-0.834298206579516,0.165691881573836,-0.210797279263955
-0.837012639891212,0.161896124569563,-0.207292261928482
-0.840310676931953,0.157457677314926,-0.203824970566828
-0.845508295469703,0.152456280458716,-0.200537661337932
-0.850558252039013,0.146104627483435,-0.197876809808381
-0.84702855012994,0.144216704180092,-0.19352450709588
-0.84539011166018,0.141237258356169,-0.18989753252005
-0.845702207988267,0.136890028392707,-0.187244724365496
-0.836200075747292,0.137197216656655,-0.182768895582579
-0.826753708021176,0.136051040536783,-0.17898877696932
-0.818868358894673,0.134090134635317,-0.175407018467504
-0.811175743715219,0.1311625233514,-0.171920981101804
-0.80292065558822,0.127175409290079,-0.168467766114624
-0.793977804144501,0.122027199078991,-0.164993982711457
-0.784739253749165,0.115523324228248,-0.16148297284645
-0.776469629309742,0.107410201168251,-0.15800969723816
-0.772255992275406,0.097447995527989,-0.154893662688499
-0.775319484136991,0.08448461082876,-0.152916939599192
-0.769070764862141,0.073998001269174,-0.149838412170016
-0.756387739607972,0.065080438061598,-0.146210996456133
-0.740119212970901,0.057408695337953,-0.14255025783444
-0.721389108086604,0.050560571002366,-0.138898919609361
-0.70055652041458,0.044158267377369,-0.135249826243645
-0.677660136406015,0.037900289621032,-0.131706553839007
-0.652680948412461,0.031604409619863,-0.128244865652636
-0.625578828432082,0.025177520720575,-0.124800502811594
-0.596268257053394,0.018526088293537,-0.121564416666275
-0.56457594000052,0.01161671140915,-0.118393854114431
-0.530401436855094,0.00441728579054,-0.115391145790853
-0.493472768212923,-0.003123775455275,-0.112580591246427
-0.453703825493508,-0.011031888000705,-0.110057424776952
-0.410708973349287,-0.019347445035021,-0.107766465278803
-0.36469083041181,-0.028032817472007,-0.105855896047349
-0.315063530633274,-0.037145886398168,-0.104323582618692
-0.262043705031541,-0.046604823873232,-0.10329897764068
-0.205197326511435,-0.056369787709521,-0.102849492793743
-0.144847791786173,-0.066184523987207,-0.103095446169071
-0.083072635433559,-0.075379626485838,-0.10416472616586
-0.070294274265689,-0.07670769680027,-0.105715717625777
-0.190284613105879,-0.057676679669507,-0.108453223956328
-0.327366782724599,-0.035872107273607,-0.112491657998652
-0.465832863132282,-0.014165624382682,-0.117672118273187
-0.597605949773419,0.006070709041804,-0.123658928975513
-0.717879444894725,0.024161990025072,-0.130045647527284
-0.827032771362222,0.040319497680095,-0.136612113380097
-0.924212456776572,0.054594043543891,-0.143056367878869
-1.00653664326918,0.066762437245463,-0.149019148343444
-1.07647731087712,0.077454184802779,-0.154290294590113
-1.13129575860834,0.086399678832483,-0.158438550017299
-1.16853175894976,0.092985318960645,-0.161072664205262
-1.18625695236643,0.095707284923626,-0.160947399650452
-1.16582534933647,0.088245360119199,-0.155027298703419
-1.05563833437883,0.056355032205791,-0.136064630313015
-0.755527337217685,-0.013087149563451,-0.103901592163434
-0.491130720074428,-0.033304235761548,-0.088409504868242
-0.4208187216722,-0.031319365486443,-0.085191765181471
-0.40303360441804,-0.026173547900504,-0.08472071236785
-0.397852873342335,-0.023963896139405,-0.084745704991899
-0.393949434070136,-0.024503477278497,-0.084759609964533
-0.388024574040205,-0.026559220991062,-0.084662039100092
-0.379493499689676,-0.029214640786316,-0.084483918988256
-0.373394988217403,-0.031311953862864,-0.084383642487867
