S.no,time_stamp,X,Y,Z,X_O,Y_O,Z_O
35,2022-06-12 16:07:29.434485197,0.0,0.0,0.0,0.0,0.0,0.0
36,2022-06-12 16:07:29.455388307,0.0,0.0,0.0,0.0,0.0,0.0
37,2022-06-12 16:07:29.474570274,0.0,0.0,0.0,0.0,0.0,0.0
38,2022-06-12 16:07:29.493990659,0.0,0.0,0.0,0.0,0.0,0.0
39,2022-06-12 16:07:29.514348030,0.0,0.0,0.0,0.0,0.0,0.0
40,2022-06-12 16:07:29.534570932,0.0,0.0,0.0,0.0,0.0,0.0
41,2022-06-12 16:07:29.556144714,0.0,0.0,0.0,0.0,0.0,0.0
42,2022-06-12 16:07:29.574694156,0.0,0.0,0.0,0.0,0.0,0.0
43,2022-06-12 16:07:29.596727609,0.0,0.0,0.0,0.0,0.0,0.0
44,2022-06-12 16:07:29.615138769,0.0,0.0,0.0,0.0,0.0,0.0
45,2022-06-12 16:07:29.634660959,0.0,0.0,0.0,0.0,0.0,0.0
46,2022-06-12 16:07:29.656871080,0.0,0.0,0.0,0.0,0.0,0.0
47,2022-06-12 16:07:29.676432609,0.0,0.0,0.0,0.0,0.0,0.0
48,2022-06-12 16:07:29.695058107,0.0,0.0,0.0,0.0,0.0,0.0
49,2022-06-12 16:07:29.716840028,0.0,0.0,0.0,0.0,0.0,0.0
50,2022-06-12 16:07:29.735493421,0.0,0.0,0.0,0.0,0.0,0.0
51,2022-06-12 16:07:29.755640268,0.0,0.0,0.0,0.0,0.0,0.0
52,2022-06-12 16:07:29.777354955,0.0,0.0,0.0,0.0,0.0,0.0
53,2022-06-12 16:07:29.795798778,0.0,0.0,0.0,0.0,0.0,0.0
54,2022-06-12 16:07:29.817932128,0.0,0.0,0.0,0.0,0.0,0.0
55,2022-06-12 16:07:29.835990667,0.0,0.0,0.0,0.0,0.0,0.0
56,2022-06-12 16:07:29.857569932,0.0,0.0,0.0,0.0,0.0,0.0
57,2022-06-12 16:07:29.876265764,0.0,0.0,0.0,0.0,0.0,0.0
58,2022-06-12 16:07:29.896383047,0.0,0.0,0.0,0.0,0.0,0.0
59,2022-06-12 16:07:29.918288946,0.0,0.0,0.0,0.0,0.0,0.0
60,2022-06-12 16:07:29.936324357,0.0,0.0,0.0,0.0,0.0,0.0
61,2022-06-12 16:07:29.958317756,0.0,0.0,0.0,0.0,0.0,0.0
62,2022-06-12 16:07:29.976727247,0.0,0.0,0.0,0.0,0.0,0.0
63,2022-06-12 16:07:29.997053623,0.0,0.0,0.0,0.0,0.0,0.0
64,2022-06-12 16:07:30.21131515,0.0,0.0,0.0,0.0,0.0,0.0
65,2022-06-12 16:07:30.37002325,0.0,0.0,0.0,0.0,0.0,0.0
66,2022-06-12 16:07:30.60687303,0.0,0.0,0.0,0.0,0.0,0.0
67,2022-06-12 16:07:30.77293634,0.0,0.0,0.0,0.0,0.0,0.0
68,2022-06-12 16:07:30.97382068,0.0,0.0,0.0,0.0,0.0,0.0
69,2022-06-12 16:07:30.118904352,0.0,0.0,0.0,0.0,0.0,0.0
70,2022-06-12 16:07:30.137583732,0.0,0.0,0.0,0.0,0.0,0.0
71,2022-06-12 16:07:30.157608032,0.0,0.0,0.0,0.0,0.0,0.0
72,2022-06-12 16:07:30.177864074,0.0,0.0,0.0,0.0,0.0,0.0
73,2022-06-12 16:07:30.198042392,0.0,0.0,0.0,0.0,0.0,0.0
74,2022-06-12 16:07:30.219584226,0.0,0.0,0.0,0.0,0.0,0.0
75,2022-06-12 16:07:30.238150596,0.0,0.0,0.0,0.0,0.0,0.0
76,2022-06-12 16:07:30.259851932,0.0,0.0,0.0,0.0,0.0,0.0
77,2022-06-12 16:07:30.278424263,0.0,0.0,0.0,0.0,0.0,0.0
78,2022-06-12 16:07:30.286457538,0.0,0.0,0.0,0.0,0.0,0.0
79,2022-06-12 16:07:30.293374061,0.0,0.0,0.0,0.0,0.0,0.0
80,2022-06-12 16:07:30.297516584,0.0,0.0,0.0,0.0,0.0,0.0
81,2022-06-12 16:07:30.304497718,0.0,0.0,0.0,0.0,0.0,0.0
82,2022-06-12 16:07:30.305844545,0.0,0.0,0.0,0.0,0.0,0.0
83,2022-06-12 16:07:30.309753656,0.0,0.0,0.0,0.0,0.0,0.0
84,2022-06-12 16:07:30.313324213,0.0,0.0,0.0,0.0,0.0,0.0
85,2022-06-12 16:07:30.318827629,0.0,0.0,0.0,0.0,0.0,0.0
86,2022-06-12 16:07:30.322893381,0.0,0.0,0.0,0.0,0.0,0.0
87,2022-06-12 16:07:30.325156450,0.0,0.0,0.0,0.0,0.0,0.0
88,2022-06-12 16:07:30.333490371,0.0,0.0,0.0,0.0,0.0,0.0
89,2022-06-12 16:07:30.337423086,0.01117892973124981,0.0,0.0,0.0,0.0,0.0
90,2022-06-12 16:07:30.349415063,0.012937212735414505,0.0,0.0,0.0,0.0,0.0
91,2022-06-12 16:07:30.361948251,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
92,2022-06-12 16:07:30.383329629,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
93,2022-06-12 16:07:30.402917146,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
94,2022-06-12 16:07:30.425131797,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
95,2022-06-12 16:07:30.451676130,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
96,2022-06-12 16:07:30.467607259,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
97,2022-06-12 16:07:30.489713907,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
98,2022-06-12 16:07:30.513260364,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
99,2022-06-12 16:07:30.533313989,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
100,2022-06-12 16:07:30.547677755,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
101,2022-06-12 16:07:30.567390203,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
102,2022-06-12 16:07:30.589256763,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
103,2022-06-12 16:07:30.608085155,0.01469549462199211,0.0,0.0,0.0,0.0,0.0
104,2022-06-12 16:07:30.609909296,0.01820685714483261,0.0,0.0,0.0,0.0,0.0
105,2022-06-12 16:07:30.629401683,0.01820685714483261,0.0,0.0,0.0,0.0,0.0
106,2022-06-12 16:07:30.642195224,0.019965139031410218,0.0,0.0,0.0,0.0,0.0
107,2022-06-12 16:07:30.649296998,0.02348170503973961,0.0,0.0,0.0,0.0,0.0
108,2022-06-12 16:07:30.654851436,0.025239986926317213,0.0,0.0,0.0,0.0,0.0
109,2022-06-12 16:07:30.657332897,0.028751349449157713,0.0,0.0,0.0,0.0,0.0
110,2022-06-12 16:07:30.663458347,0.03050963133573532,0.0,0.0,0.0,0.0,0.0
111,2022-06-12 16:07:30.664993286,0.03402619510889053,0.0,0.0,0.0,0.0,0.0
112,2022-06-12 16:07:30.669304609,0.03753755986690521,0.0,0.0,0.0,0.0,0.0
113,2022-06-12 16:07:30.673272132,0.041054123640060426,0.0,0.0,0.0,0.0,0.0
114,2022-06-12 16:07:30.677178859,0.04281240552663803,0.0,0.0,0.0,0.0,0.0
115,2022-06-12 16:07:30.686077594,0.04632377028465271,0.0,0.0,0.0,0.0,0.0
116,2022-06-12 16:07:30.687006235,0.048082052171230315,0.0,0.0,0.0,0.0,0.0
117,2022-06-12 16:07:30.691071987,0.05159861594438553,0.0,0.0,0.0,0.0,0.0
118,2022-06-12 16:07:30.693310022,0.05335689783096313,0.0,0.0,0.0,0.0,0.0
119,2022-06-12 16:07:30.697308063,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
120,2022-06-12 16:07:30.703713893,0.05862654000520706,0.0,0.0,0.0,0.0,0.0
121,2022-06-12 16:07:30.705141067,0.06038482636213302,0.0,0.0,0.0,0.0,0.0
122,2022-06-12 16:07:30.713537931,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
123,2022-06-12 16:07:30.718999147,0.06565446853637695,0.0,0.0,0.0,0.0,0.0
124,2022-06-12 16:07:30.725207090,0.06917103230953216,0.0,0.0,0.0,0.0,0.0
125,2022-06-12 16:07:30.748570203,0.07092931419610977,0.0,0.0,0.0,0.0,0.0
126,2022-06-12 16:07:30.767051458,0.07092931419610977,0.0,0.0,0.0,0.0,0.0
127,2022-06-12 16:07:30.793695211,0.07092931419610977,0.0,0.0,0.0,0.0,0.0
128,2022-06-12 16:07:30.812839508,0.07092931419610977,0.0,0.0,0.0,0.0,0.0
129,2022-06-12 16:07:30.830843925,0.07092931419610977,0.0,0.0,0.0,0.0,0.0
130,2022-06-12 16:07:30.844287157,0.07444067895412444,0.0,0.0,0.0,0.0,0.0
131,2022-06-12 16:07:30.866573095,0.07444067895412444,0.0,0.0,0.0,0.0,0.0
132,2022-06-12 16:07:30.877172470,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
133,2022-06-12 16:07:30.897441625,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
134,2022-06-12 16:07:30.915852546,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
135,2022-06-12 16:07:30.935921430,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
136,2022-06-12 16:07:30.956554412,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
137,2022-06-12 16:07:30.977340936,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
138,2022-06-12 16:07:31.1332283,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
139,2022-06-12 16:07:31.21106004,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
140,2022-06-12 16:07:31.42463064,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
141,2022-06-12 16:07:31.64487218,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
142,2022-06-12 16:07:31.86092233,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
143,2022-06-12 16:07:31.102851867,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
144,2022-06-12 16:07:31.124530076,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
145,2022-06-12 16:07:31.144734621,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
146,2022-06-12 16:07:31.164536237,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
147,2022-06-12 16:07:31.184177398,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
148,2022-06-12 16:07:31.204754829,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
149,2022-06-12 16:07:31.225653648,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
150,2022-06-12 16:07:31.246152877,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
151,2022-06-12 16:07:31.267435073,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
152,2022-06-12 16:07:31.287945032,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
153,2022-06-12 16:07:31.306288719,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
154,2022-06-12 16:07:31.326972723,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
155,2022-06-12 16:07:31.348880290,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
156,2022-06-12 16:07:31.369550228,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
157,2022-06-12 16:07:31.387409687,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
158,2022-06-12 16:07:31.408064603,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
159,2022-06-12 16:07:31.431357145,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
160,2022-06-12 16:07:31.451999187,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
161,2022-06-12 16:07:31.470399379,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
162,2022-06-12 16:07:31.489578962,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
163,2022-06-12 16:07:31.510390043,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
164,2022-06-12 16:07:31.530970811,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
165,2022-06-12 16:07:31.549849033,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
166,2022-06-12 16:07:31.553722143,0.06917103230953216,0.0,0.0,0.0,0.0,0.0
167,2022-06-12 16:07:31.573735237,0.06917103230953216,0.0,0.0,0.0,0.0,0.0
168,2022-06-12 16:07:31.589706659,0.06565446853637695,0.0,0.0,0.0,0.0,0.0
169,2022-06-12 16:07:31.609848737,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
170,2022-06-12 16:07:31.629822015,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
171,2022-06-12 16:07:31.649901866,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
172,2022-06-12 16:07:31.670205593,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
173,2022-06-12 16:07:31.690428018,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
174,2022-06-12 16:07:31.695039510,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
175,2022-06-12 16:07:31.713554382,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
176,2022-06-12 16:07:31.735717773,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
177,2022-06-12 16:07:31.753838062,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
178,2022-06-12 16:07:31.774014711,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
179,2022-06-12 16:07:31.795893669,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
180,2022-06-12 16:07:31.814292669,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
181,2022-06-12 16:07:31.836256265,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
182,2022-06-12 16:07:31.855046510,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
183,2022-06-12 16:07:31.874616861,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
184,2022-06-12 16:07:31.894834756,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
185,2022-06-12 16:07:31.914771318,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
186,2022-06-12 16:07:31.936585664,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
187,2022-06-12 16:07:31.955328464,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
188,2022-06-12 16:07:31.977360963,0.06390139013528824,0.0,0.0,0.0,0.0,0.0
189,2022-06-12 16:07:31.993592977,0.06038482636213302,0.0,0.0,0.0,0.0,0.0
190,2022-06-12 16:07:32.13584375,0.06038482636213302,0.0,0.0,0.0,0.0,0.0
191,2022-06-12 16:07:32.35584926,0.06038482636213302,0.0,0.0,0.0,0.0,0.0
192,2022-06-12 16:07:32.46325683,0.05862654000520706,0.0,0.0,0.0,0.0,0.0
193,2022-06-12 16:07:32.65696001,0.05862654000520706,0.0,0.0,0.0,0.0,0.0
194,2022-06-12 16:07:32.85807561,0.05862654000520706,0.0,0.0,0.0,0.0,0.0
195,2022-06-12 16:07:32.104505538,0.05862654000520706,0.0,0.0,0.0,0.0,0.0
196,2022-06-12 16:07:32.117504358,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
197,2022-06-12 16:07:32.139690637,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
198,2022-06-12 16:07:32.157629489,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
199,2022-06-12 16:07:32.173509120,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
200,2022-06-12 16:07:32.185544490,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
201,2022-06-12 16:07:32.194258928,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
202,2022-06-12 16:07:32.206304788,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
203,2022-06-12 16:07:32.217633485,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
204,2022-06-12 16:07:32.229677677,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
205,2022-06-12 16:07:32.250782012,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
206,2022-06-12 16:07:32.270589351,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
207,2022-06-12 16:07:32.279299736,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
208,2022-06-12 16:07:32.293749094,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
209,2022-06-12 16:07:32.313953876,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
210,2022-06-12 16:07:32.338718175,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
211,2022-06-12 16:07:32.355698108,0.05511517971754074,0.0,0.0,0.0,0.0,0.0
212,2022-06-12 16:07:32.369522571,0.05511517971754074,0.0,0.0,0.0,0.0,0.011818570643663406
213,2022-06-12 16:07:32.389724493,0.05511517971754074,0.0,0.0,0.0,0.0,0.011818570643663406
214,2022-06-12 16:07:32.404283761,0.05511517971754074,0.0,0.0,0.0,0.0,0.018841295689344405
215,2022-06-12 16:07:32.413655519,0.05511517971754074,0.0,0.0,0.0,0.0,0.02235785946249962
216,2022-06-12 16:07:32.425628900,0.05511517971754074,0.0,0.0,0.0,0.0,0.02587442547082901
217,2022-06-12 16:07:32.450588941,0.05511517971754074,0.0,0.0,0.0,0.0,0.032907553017139435
218,2022-06-12 16:07:32.466432332,0.05511517971754074,0.0,0.0,0.0,0.0,0.032907553017139435
219,2022-06-12 16:07:32.469583272,0.05511517971754074,0.0,0.0,0.0,0.0,0.03641371428966522
220,2022-06-12 16:07:32.483903646,0.05511517971754074,0.0,0.0,0.0,0.0,0.04344684183597564
221,2022-06-12 16:07:32.489556074,0.05511517971754074,0.0,0.0,0.0,0.0,0.04696341007947922
222,2022-06-12 16:07:32.493551731,0.05511517971754074,0.0,0.0,0.0,0.0,0.05398613512516021
223,2022-06-12 16:07:32.497742891,0.05511517971754074,0.0,0.0,0.0,0.0,0.06453582644462585
224,2022-06-12 16:07:32.506187677,0.05511517971754074,0.0,0.0,0.0,0.0,0.06805239021778106
225,2022-06-12 16:07:32.506676673,0.05511517971754074,0.0,0.0,0.0,0.0,0.07507511973381042
226,2022-06-12 16:07:32.512276649,0.05511517971754074,0.0,0.0,0.0,0.0,0.08210824728012085
227,2022-06-12 16:07:32.513880014,0.05511517971754074,0.0,0.0,0.0,0.0,0.08914137482643127
228,2022-06-12 16:07:32.517529964,0.05511517971754074,0.0,0.0,0.0,0.0,0.09264754056930542
229,2022-06-12 16:07:32.523874282,0.06390139013528824,0.0,0.0,0.0,0.0,0.09264754056930542
230,2022-06-12 16:07:32.529950380,0.06390139013528824,0.0,0.0,0.0,0.0,0.09968066811561584
231,2022-06-12 16:07:32.533719539,0.06390139013528824,0.0,0.0,0.0,0.0,0.09968066811561584
232,2022-06-12 16:07:32.537845134,0.06565446853637695,0.0,0.0,0.0,0.0,0.10319723188877106
233,2022-06-12 16:07:32.557856082,0.06565446853637695,0.0,0.0,0.0,0.0,0.11023035943508148
234,2022-06-12 16:07:32.579644441,0.06565446853637695,0.0,0.0,0.0,0.0,0.11023035943508148
235,2022-06-12 16:07:32.582366228,0.06565446853637695,0.0,0.0,0.0,0.0,0.11023035943508148
236,2022-06-12 16:07:32.586434125,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
237,2022-06-12 16:07:32.589461565,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
238,2022-06-12 16:07:32.598597526,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
239,2022-06-12 16:07:32.607823133,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
240,2022-06-12 16:07:32.613474845,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
241,2022-06-12 16:07:32.623437881,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
242,2022-06-12 16:07:32.629692316,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
243,2022-06-12 16:07:32.639273881,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
244,2022-06-12 16:07:32.657941102,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
245,2022-06-12 16:07:32.663948774,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
246,2022-06-12 16:07:32.684025287,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
247,2022-06-12 16:07:32.705573081,0.06565446853637695,0.0,0.0,0.0,0.0,0.1137365162372589
248,2022-06-12 16:07:32.705898284,0.06565446853637695,0.0,0.0,0.0,0.0,0.12076965272426604
249,2022-06-12 16:07:32.717627763,0.06565446853637695,0.0,0.0,0.0,0.0,0.12428621649742126
250,2022-06-12 16:07:32.739415407,0.06565446853637695,0.0,0.0,0.0,0.0,0.12428621649742126
251,2022-06-12 16:07:32.744548082,0.06565446853637695,0.0,0.0,0.0,0.0,0.1313089370727539
252,2022-06-12 16:07:32.749332666,0.06565446853637695,0.0,0.0,0.0,0.0,0.1348255008459091
253,2022-06-12 16:07:32.757650613,0.06565446853637695,0.0,0.0,0.0,0.0,0.13834206461906431
254,2022-06-12 16:07:32.767534494,0.06565446853637695,0.0,0.0,0.0,0.0,0.14537520110607147
255,2022-06-12 16:07:32.769632101,0.06565446853637695,0.0,0.0,0.0,0.0,0.15591448545455933
256,2022-06-12 16:07:32.773469209,0.06565446853637695,0.0,0.0,0.0,0.0,0.15943105816841124
257,2022-06-12 16:07:32.777378797,0.06565446853637695,0.0,0.0,0.0,0.0,0.16646418571472169
258,2022-06-12 16:07:32.782949447,0.06565446853637695,0.0,0.0,0.0,0.0,0.1699703335762024
259,2022-06-12 16:07:32.787736654,0.06565446853637695,0.0,0.0,0.0,0.0,0.17700347900390626
260,2022-06-12 16:07:32.789264678,0.06565446853637695,0.0,0.0,0.0,0.0,0.18052003383636475
261,2022-06-12 16:07:32.798229694,0.06565446853637695,0.0,0.0,0.0,0.0,0.18754275441169738
262,2022-06-12 16:07:32.803989648,0.06565446853637695,0.0,0.0,0.0,0.0,0.19105932712554932
263,2022-06-12 16:07:32.811622381,0.06565446853637695,0.0,0.0,0.0,0.0,0.19457588195800782
264,2022-06-12 16:07:32.817558765,0.06565446853637695,0.0,0.0,0.0,0.0,0.19457588195800782
265,2022-06-12 16:07:32.839022636,0.06565446853637695,0.0,0.0,0.0,0.0,0.19457588195800782
266,2022-06-12 16:07:32.857415914,0.06565446853637695,0.0,0.0,0.0,0.0,0.19457588195800782
267,2022-06-12 16:07:32.875111818,0.06917103230953216,0.0,0.0,0.0,0.0,0.19457588195800782
268,2022-06-12 16:07:32.889814615,0.07092931419610977,0.0,0.0,0.0,0.0,0.17700347900390626
269,2022-06-12 16:07:32.893955469,0.07092931419610977,0.0,0.0,0.0,0.0,0.15943105816841124
270,2022-06-12 16:07:32.898065090,0.07092931419610977,0.0,0.0,0.0,0.0,0.1313089370727539
271,2022-06-12 16:07:32.903723478,0.07092931419610977,0.0,0.0,0.0,0.0,0.06453582644462585
272,2022-06-12 16:07:32.905392885,0.07092931419610977,0.0,0.0,0.0,0.0,0.0
273,2022-06-12 16:07:32.909323692,0.07444067895412444,0.0,0.0,0.0,0.0,0.0
274,2022-06-12 16:07:32.929873704,0.07444067895412444,0.0,0.0,0.0,0.0,0.0
275,2022-06-12 16:07:32.943427801,0.07619896531105042,0.0,0.0,0.0,0.0,0.0
276,2022-06-12 16:07:32.957635641,0.07795724272727966,0.0,0.0,0.0,0.0,0.0
277,2022-06-12 16:07:32.966198205,0.08147380650043487,0.0,0.0,0.0,0.0,0.0
278,2022-06-12 16:07:32.979052543,0.08323209285736084,0.0,0.0,0.0,0.0,0.0
279,2022-06-12 16:07:32.987106323,0.08674345314502716,0.0,0.0,0.0,0.0,0.0
280,2022-06-12 16:07:32.989338874,0.08850173950195313,0.0,0.0,0.0,0.0,0.0
281,2022-06-12 16:07:32.997963666,0.09201830327510833,0.0,0.0,0.0,0.0,0.0
282,2022-06-12 16:07:33.11231899,0.09377137720584869,0.0,0.0,0.0,0.0,0.0
283,2022-06-12 16:07:33.29604673,0.09552966356277466,0.0,0.0,0.0,0.0,0.0
284,2022-06-12 16:07:33.39874076,0.09904622733592987,0.0,0.0,0.0,0.0,0.0
285,2022-06-12 16:07:33.53459882,0.10080451369285583,0.0,0.0,0.0,0.0,0.0
286,2022-06-12 16:07:33.75160026,0.10080451369285583,0.0,0.0,0.0,0.0,0.0
287,2022-06-12 16:07:33.93731641,0.10080451369285583,0.0,0.0,0.0,0.0,0.0
288,2022-06-12 16:07:33.114871501,0.10080451369285583,0.0,0.0,0.0,0.0,0.0
289,2022-06-12 16:07:33.134157657,0.10080451369285583,0.0,0.0,0.0,0.0,0.0
290,2022-06-12 16:07:33.154297828,0.10080451369285583,0.0,0.0,0.0,0.0,0.0
291,2022-06-12 16:07:33.163723707,0.10431587398052215,0.0,0.0,0.0,0.0,0.0
292,2022-06-12 16:07:33.183302164,0.10431587398052215,0.0,0.0,0.0,0.0,0.0
293,2022-06-12 16:07:33.202705860,0.10431587398052215,0.0,0.0,0.0,0.0,0.0
