S.no,aruco_id,Timestamp,score,p_x,p_y,p_z,o_x,o_y,o_z,o_w,x_linear,y_linear,z_linear,x_angular,y_angular,z_angular
1,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
2,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
3,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
4,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
5,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
6,-,,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
7,12,2022-05-17 15:49:54,0.9717078681733248,0.0049065372360975286,-0.14849242086435954,0.5672480419061989,0.6756022982772861,0.6337145223758627,-0.25905645385265175,0.27360042472494434,0.0,0.0,0.0,0.0,0.0,0.0
8,12,2022-05-17 15:49:54,0.9713774538185663,0.004902477763700113,-0.14851469675422194,0.5673522829975655,0.6757262064295801,0.6335719884727751,-0.2592016913695287,0.2734869513489045,0.0,0.0,0.0,0.0,0.0,0.0
9,12,2022-05-17 15:49:54,0.9713774538185663,0.004902477763700113,-0.14851469675422194,0.5673522829975655,0.6757262064295801,0.6335719884727751,-0.2592016913695287,0.2734869513489045,0.0,0.0,0.0,0.0,0.0,0.0
10,12,2022-05-17 15:49:54,0.9739722731283921,0.004919818854720694,-0.14849270797144798,0.5673379830864749,0.6755511819449945,0.6338503395428886,-0.2590213512399614,0.27344521797959853,0.0,0.0,0.0,0.0,0.0,0.0
11,12,2022-05-17 15:49:54,0.9739722731283921,0.004919818854720694,-0.14849270797144798,0.5673379830864749,0.6755511819449945,0.6338503395428886,-0.2590213512399614,0.27344521797959853,0.0,0.0,0.0,0.0,0.0,0.0
12,12,2022-05-17 15:49:54,0.9739722731283921,0.004919818854720694,-0.14849270797144798,0.5673379830864749,0.6755511819449945,0.6338503395428886,-0.2590213512399614,0.27344521797959853,0.0,0.0,0.0,0.0,0.0,0.0
13,12,2022-05-17 15:49:54,0.9736330188051263,0.004908896321841998,-0.14851357263633044,0.567510241237149,0.675522962404403,0.6338083359309669,-0.25913992172364647,0.2734999479668334,0.0,0.0,0.0,0.0,0.0,0.0
14,12,2022-05-17 15:49:54,0.9736330188051263,0.004908896321841998,-0.14851357263633044,0.567510241237149,0.675522962404403,0.6338083359309669,-0.25913992172364647,0.2734999479668334,0.0,0.0,0.0,0.0,0.0,0.0
15,12,2022-05-17 15:49:54,0.9736330188051263,0.004908896321841998,-0.14851357263633044,0.567510241237149,0.675522962404403,0.6338083359309669,-0.25913992172364647,0.2734999479668334,0.0,0.0,0.0,0.0,0.0,0.0
16,12,2022-05-17 15:49:54,0.9715639342412937,0.0049262949288259835,-0.1485277812043933,0.5674642807954643,0.6756067779770253,0.6337248363472605,-0.25925517699200085,0.2733771507478026,0.0,0.0,0.0,0.0,0.0,0.0
17,12,2022-05-17 15:49:54,0.9715639342412937,0.0049262949288259835,-0.1485277812043933,0.5674642807954643,0.6756067779770253,0.6337248363472605,-0.25925517699200085,0.2733771507478026,0.0,0.0,0.0,0.0,0.0,0.0
18,12,2022-05-17 15:49:54,0.9718355145375749,0.004918382900710397,-0.14854203567651572,0.5673248765969281,0.6757109584428445,0.6337160674809049,-0.2590667197574381,0.2733186440236209,0.0,0.0,0.0,0.0,0.0,0.0
19,12,2022-05-17 15:49:54,0.9718355145375749,0.004918382900710397,-0.14854203567651572,0.5673248765969281,0.6757109584428445,0.6337160674809049,-0.2590667197574381,0.2733186440236209,0.0,0.0,0.0,0.0,0.0,0.0
20,12,2022-05-17 15:49:54,0.9718355145375749,0.004918382900710397,-0.14854203567651572,0.5673248765969281,0.6757109584428445,0.6337160674809049,-0.2590667197574381,0.2733186440236209,0.0,0.0,0.0,0.0,0.0,0.0
21,12,2022-05-17 15:49:54,0.9710546431136867,0.004925602150618093,-0.14855613571513088,0.5674190452027775,0.6755473441284652,0.6338293007570411,-0.25913325914887747,0.2733974347825854,0.0,0.0,0.0,0.0,0.0,0.0
22,12,2022-05-17 15:49:54,0.9710546431136867,0.004925602150618093,-0.14855613571513088,0.5674190452027775,0.6755473441284652,0.6338293007570411,-0.25913325914887747,0.2733974347825854,0.0,0.0,0.0,0.0,0.0,0.0
23,12,2022-05-17 15:49:54,0.9710546431136867,0.004925602150618093,-0.14855613571513088,0.5674190452027775,0.6755473441284652,0.6338293007570411,-0.25913325914887747,0.2733974347825854,0.0,0.0,0.0,0.0,0.0,0.0
24,12,2022-05-17 15:49:54,0.9706092638511751,0.0049181292573684384,-0.14847307495996342,0.5671761215007036,0.6756173531849746,0.6336012112026936,-0.25910716774961035,0.2737775974373806,0.0,0.0,0.0,0.0,0.0,0.0
25,12,2022-05-17 15:49:54,0.9706092638511751,0.0049181292573684384,-0.14847307495996342,0.5671761215007036,0.6756173531849746,0.6336012112026936,-0.25910716774961035,0.2737775974373806,0.0,0.0,0.0,0.0,0.0,0.0
26,12,2022-05-17 15:49:54,0.9706092638511751,0.0049181292573684384,-0.14847307495996342,0.5671761215007036,0.6756173531849746,0.6336012112026936,-0.25910716774961035,0.2737775974373806,0.0,0.0,0.0,0.0,0.0,0.0
27,12,2022-05-17 15:49:54,0.9710917055979084,0.00489140653582605,-0.14847487513518187,0.5671969019970217,0.6756723041286128,0.6336458249051046,-0.25917294803081736,0.27347630431698533,0.0,0.0,0.0,0.0,0.0,0.0
